302	116	143	167
318	116	269	168
335	116	156	167
361	116	274	168
764	116	234	261
54	117	112	187
281	117	264	168
391	117	284	167
482	117	254	260
597	117	430	267
821	117	393	261
538	118	752	267
611	119	740	267
670	119	864	262
728	119	105	263
777	119	131	263
161	120	25	178
568	120	693	264
554	121	692	269
788	121	451	263
150	122	143	179
841	122	88	259
361	123	482	175
438	123	612	271
488	123	417	266
85	125	624	192
161	125	179	182
644	125	730	271
704	125	777	271
763	127	845	271
808	127	878	269
178	128	822	182
200	128	877	182
233	128	104	183
461	128	363	273
729	128	197	273
253	129	151	183
266	129	799	183
280	129	201	183
302	129	252	183
318	129	268	183
335	129	279	183
347	129	303	183
361	129	9	184
392	129	319	183
492	129	655	271
578	129	424	271
130	130	26	190
217	130	778	183
612	130	393	273
788	131	265	272
28	133	862	207
437	134	143	284
450	134	193	284
56	135	637	207
103	135	146	203
161	135	84	192
378	135	38	192
417	135	252	285
475	135	644	271
507	135	233	280
512	135	364	280
156	136	764	192
704	136	305	285
231	137	106	193
244	137	162	192
643	137	35	286
130	138	319	201
522	138	252	290
717	138	321	285
764	138	352	285
859	138	522	272
89	139	451	205
821	139	363	285
361	140	43	195
537	140	279	290
196	141	200	198
239	141	157	196
251	141	451	196
259	141	179	197
277	141	280	198
302	141	752	198
318	141	24	199
335	141	54	199
553	141	338	290
671	141	180	286
728	141	338	285
11	142	262	223
178	142	130	198
233	142	252	198
346	142	211	199
392	142	303	202
511	142	635	288
612	142	430	290
788	142	292	286
49	143	491	214
437	143	797	292
842	143	492	286
119	144	789	207
459	144	393	291
635	144	692	291
752	144	232	289
862	144	878	280
361	145	280	203
142	146	474	205
156	146	644	204
427	146	111	294
450	146	363	294
809	146	704	290
416	147	789	293
704	147	201	294
244	148	682	204
179	149	479	205
233	149	21	207
239	149	484	205
251	149	584	205
260	149	717	205
287	149	104	207
302	149	765	204
318	149	877	205
335	149	90	206
491	149	844	292
861	149	802	286
86	150	799	216
193	150	729	206
275	150	77	207
361	150	304	207
392	150	158	206
486	150	836	292
509	151	181	295
764	151	566	294
514	152	237	295
671	152	306	295
729	152	552	294
53	153	251	227
91	153	118	221
130	153	48	215
162	153	26	208
417	153	871	297
426	153	25	298
438	153	815	296
481	153	123	295
501	153	526	294
118	154	822	214
393	155	500	208
488	155	472	295
493	155	521	295
156	156	450	211
178	157	563	211
192	157	575	211
235	157	88	211
251	157	138	212
262	157	117	211
361	157	411	209
20	158	470	230
275	158	161	211
302	158	703	212
318	158	863	212
335	158	25	213
705	158	118	304
48	159	729	229
103	159	152	226
643	159	136	306
25	160	40	231
131	160	179	221
580	160	752	306
638	160	8	306
492	161	725	300
523	161	406	307
718	161	484	304
765	161	636	304
822	161	800	305
55	162	863	229
158	162	810	216
693	162	113	304
777	162	692	306
34	163	424	235
274	163	55	216
438	163	596	308
671	163	646	306
10	164	8	244
226	164	878	216
231	164	764	219
487	164	544	300
612	164	778	306
729	164	569	304
200	165	376	221
451	165	875	305
554	165	493	307
752	165	658	306
789	165	821	304
794	165	128	305
799	165	788	305
843	165	809	305
118	166	424	228
218	166	335	222
361	166	436	221
390	166	41	222
810	166	715	303
861	166	826	303
80	167	362	231
143	167	278	226
156	167	418	223
284	167	86	225
506	167	148	307
623	167	532	307
179	168	447	223
252	168	572	223
264	168	68	224
269	168	320	224
274	168	481	224
279	168	693	224
303	168	132	225
319	168	704	225
335	168	16	226
476	168	527	308
161	169	304	227
704	170	201	315
449	171	306	309
822	171	456	310
643	172	792	315
34	173	320	248
85	173	492	241
130	173	752	229
685	173	180	315
417	174	99	318
513	174	818	313
74	175	151	245
152	175	789	229
426	175	107	318
438	175	233	318
482	175	685	313
492	177	393	318
68	178	235	247
90	178	699	247
451	178	42	316
498	178	611	318
503	178	485	316
740	178	410	320
143	179	634	232
161	179	491	231
752	179	117	319
75	180	337	248
638	180	255	319
694	180	338	319
704	180	437	323
810	180	123	319
179	182	382	233
218	182	553	231
234	182	252	232
273	182	260	232
643	182	844	325
822	182	34	316
151	183	152	239
201	183	10	234
252	183	15	234
268	183	49	234
279	183	108	234
303	183	116	234
319	183	152	234
336	183	419	234
361	183	429	234
385	183	436	234
580	183	685	326
799	183	280	319
9	184	498	263
521	184	747	326
729	184	869	325
44	185	180	260
438	185	587	327
537	185	566	327
611	185	760	326
671	185	824	326
789	185	705	326
17	186	24	266
88	186	670	250
554	186	755	326
843	186	833	324
51	187	286	260
107	188	634	253
451	188	10	328
74	189	34	260
26	190	34	268
209	190	163	247
691	190	70	328
32	191	47	270
89	191	18	257
703	191	231	328
38	192	163	270
162	192	104	247
753	192	117	328
764	192	289	329
644	193	164	329
680	194	126	328
10	195	598	272
43	195	718	270
218	195	878	248
730	195	270	329
16	196	338	273
157	196	437	250
438	196	412	333
451	196	267	334
179	197	789	250
265	197	33	249
304	197	730	249
335	197	611	251
844	197	468	331
73	198	765	270
78	198	106	268
130	198	65	260
200	198	845	250
252	198	445	251
280	198	484	251
752	198	394	334
24	199	553	274
54	199	448	271
270	199	102	254
361	199	752	251
385	199	864	251
87	200	470	270
32	201	87	275
37	201	253	273
158	201	447	257
194	201	89	254
232	201	145	255
275	201	83	255
319	201	536	251
303	202	364	255
335	202	24	258
861	202	20	328
704	203	294	342
752	203	714	339
10	204	393	285
15	204	418	285
424	204	304	336
644	204	523	342
682	204	694	339
765	204	122	343
823	204	437	342
47	205	446	281
69	205	279	273
179	205	305	260
252	205	202	260
451	205	664	339
474	205	576	339
479	205	633	339
90	206	741	272
158	206	76	266
192	206	320	260
264	206	363	260
320	206	219	260
579	206	149	341
657	206	543	342
670	206	280	342
729	206	414	341
778	206	127	343
21	207	40	287
104	207	752	272
304	207	429	260
391	207	437	260
536	207	500	343
554	207	653	340
637	207	83	345
789	207	425	342
802	207	725	339
844	207	420	341
862	207	560	329
26	208	45	287
143	208	639	268
362	208	611	262
373	208	146	264
378	208	622	264
521	208	478	342
611	208	364	341
54	209	635	282
490	209	754	339
495	209	759	339
505	209	764	339
682	209	101	344
34	210	879	290
112	210	305	273
161	211	143	270
275	211	704	270
437	211	203	347
563	211	865	344
138	212	789	272
703	212	351	348
863	212	561	336
25	213	95	292
68	214	430	285
491	214	824	344
644	214	182	349
753	214	293	347
764	214	424	348
822	214	500	349
48	215	425	289
424	215	615	348
693	215	415	347
17	216	619	293
742	216	758	349
799	216	375	347
810	216	255	348
362	217	81	274
844	218	624	349
32	220	610	294
130	220	611	281
179	221	76	274
236	222	40	278
252	222	424	279
304	222	429	279
335	222	117	280
392	222	153	278
46	223	531	295
262	223	102	278
418	223	62	355
572	223	69	354
68	224	321	295
320	224	112	280
693	224	406	358
704	225	375	359
16	226	84	302
74	226	624	294
152	226	484	289
180	226	764	282
278	226	616	281
362	226	845	282
644	226	625	359
157	227	200	287
224	227	823	282
232	227	789	283
304	227	704	285
336	227	878	285
392	227	10	284
583	227	305	360
639	227	603	359
765	227	824	358
26	228	108	304
202	228	237	285
411	228	780	292
418	228	712	359
437	228	452	355
670	228	852	358
777	228	387	359
823	228	837	358
32	229	95	303
116	229	741	292
144	229	83	291
505	229	797	358
522	229	255	360
537	229	575	359
729	229	813	358
752	229	818	358
789	229	569	358
800	229	585	358
805	229	703	358
810	229	727	358
844	229	746	358
863	229	844	357
86	230	338	295
163	230	411	287
218	230	453	287
612	230	580	359
40	231	831	305
75	231	810	296
180	231	75	290
320	231	50	288
362	231	124	290
553	231	879	357
252	232	516	287
260	232	644	287
634	232	221	361
382	233	824	291
15	234	338	309
49	234	707	306
108	234	864	296
116	234	437	295
152	234	716	292
429	234	73	365
86	235	37	298
764	236	430	367
25	237	504	310
553	237	441	360
559	237	693	361
565	237	183	361
704	237	811	366
729	238	534	366
32	239	279	314
63	239	783	306
152	239	254	295
436	239	448	361
577	239	131	365
670	239	805	366
76	240	574	307
157	241	279	295
47	242	303	314
81	242	616	307
86	242	668	307
131	242	313	301
143	242	141	297
485	242	121	360
13	245	141	320
118	245	852	305
151	245	432	301
24	246	164	320
864	246	711	368
67	247	654	315
163	247	425	298
202	247	802	298
219	247	826	298
235	247	50	299
280	247	745	299
304	247	753	299
180	248	515	298
255	248	156	299
320	248	768	299
337	248	55	300
363	248	163	300
393	248	479	300
704	248	280	373
718	248	711	373
583	249	488	375
644	249	502	375
730	249	784	372
765	249	96	376
824	249	60	374
42	250	242	320
79	250	15	316
118	250	338	314
521	250	861	376
639	250	874	376
670	250	728	372
789	250	793	372
845	250	801	372
611	251	238	373
752	251	837	375
864	251	512	371
162	252	721	306
553	252	819	372
693	252	255	373
810	252	771	373
89	254	61	317
102	254	77	317
145	255	233	309
364	255	25	307
391	255	515	308
864	256	29	377
447	257	523	354
24	258	41	328
29	259	46	328
88	259	534	320
471	259	523	360
180	260	621	311
202	260	463	312
219	260	480	312
254	260	522	309
267	260	180	310
278	260	202	310
286	260	245	310
305	260	297	310
320	260	364	310
337	260	393	310
363	260	425	310
764	260	503	383
229	261	10	315
234	261	635	313
393	261	437	310
105	263	220	321
131	263	181	320
451	263	741	359
498	263	238	382
146	264	136	319
18	266	39	338
24	266	790	338
634	266	135	385
692	269	797	389
47	270	824	338
143	270	615	326
163	270	379	320
470	270	872	365
704	270	322	391
718	270	806	389
765	270	363	392
810	270	590	385
823	270	399	391
448	271	630	361
583	271	63	392
612	271	850	386
644	271	305	392
655	271	760	390
670	271	792	389
730	271	844	387
777	271	375	391
845	271	503	388
265	272	765	325
522	272	94	394
741	272	339	392
789	272	813	389
66	273	844	338
181	273	639	326
197	273	663	326
236	273	522	325
253	273	644	325
279	273	791	325
289	273	808	325
305	273	819	325
321	273	448	321
338	273	493	321
363	273	425	322
393	273	502	322
553	274	587	390
87	275	405	335
102	278	429	335
107	279	69	336
112	280	108	336
471	280	291	372
446	281	163	372
611	281	805	395
625	282	785	395
635	282	813	395
644	282	57	396
823	282	771	403
132	283	181	336
438	283	171	383
789	283	460	399
10	284	765	351
143	284	239	335
193	284	425	330
459	284	797	377
25	285	878	349
237	285	494	330
252	285	548	330
279	285	555	330
305	285	437	331
321	285	330	328
338	285	484	328
352	285	580	328
363	285	148	329
393	285	135	328
504	285	820	400
704	285	363	406
35	286	824	349
180	286	202	333
292	286	534	331
492	286	813	400
802	286	632	403
40	287	845	349
164	287	255	335
200	287	194	336
453	287	711	378
516	287	798	395
644	287	484	405
810	287	460	405
57	288	698	349
232	289	872	338
484	289	29	395
75	290	629	349
252	290	878	338
279	290	50	339
704	290	95	410
864	290	493	405
83	291	686	349
393	291	322	335
692	291	753	406
752	291	793	406
765	291	631	410
824	291	560	407
95	292	429	348
644	292	620	410
670	292	534	407
716	292	519	416
721	292	137	410
729	292	785	406
780	292	821	410
797	292	697	408
836	292	596	410
844	292	375	406
583	293	64	416
619	293	221	409
631	293	763	409
106	294	267	348
111	294	306	348
201	294	164	340
363	294	613	340
552	294	527	407
566	294	280	408
588	294	644	417
610	294	710	409
123	295	322	348
181	295	449	342
237	295	459	342
243	295	485	341
248	295	533	341
254	295	538	341
279	295	548	341
293	295	556	341
306	295	561	341
321	295	568	341
338	295	585	340
437	295	238	394
448	295	824	394
10	296	677	360
128	296	220	347
394	296	736	339
492	296	179	409
810	296	721	408
136	297	280	347
25	298	460	360
37	298	338	360
147	298	64	346
515	298	204	409
802	298	534	416
826	298	510	411
156	299	234	346
55	300	480	359
163	300	364	346
503	300	852	413
544	300	505	415
474	301	652	409
601	301	8	421
95	303	857	357
826	303	322	419
108	304	765	357
113	304	551	354
118	304	557	354
484	304	813	411
569	304	638	418
636	304	655	418
800	305	690	419
809	305	707	419
839	305	753	419
864	305	809	418
136	306	81	354
627	306	221	421
646	306	833	422
692	306	238	421
707	306	255	421
721	306	266	421
752	306	589	421
783	306	631	419
793	306	879	421
148	307	440	354
406	307	705	349
493	307	204	422
574	307	594	422
616	307	828	422
668	307	96	423
164	308	16	350
515	308	541	422
527	308	684	420
549	308	565	422
562	308	570	422
596	308	773	420
611	308	608	422
233	309	414	352
255	309	569	353
280	309	23	350
306	309	603	350
321	309	643	350
338	309	790	350
522	309	559	422
180	310	447	354
202	310	478	354
245	310	532	353
297	310	162	350
364	310	870	350
393	310	11	351
425	310	652	426
437	310	351	420
456	310	675	420
504	310	624	423
480	312	193	422
635	313	505	424
818	313	494	429
279	314	789	357
303	314	563	354
10	315	832	376
201	315	753	358
654	315	673	430
782	315	10	429
792	315	40	429
20	316	82	374
34	316	338	372
42	316	674	371
485	316	25	430
621	316	663	430
855	316	632	429
53	317	328	371
77	317	81	369
94	318	785	367
99	318	791	367
107	318	571	366
233	318	513	360
393	318	784	358
611	318	658	430
112	319	695	366
123	319	513	365
136	319	9	363
148	319	771	360
255	319	642	359
280	319	665	359
300	319	532	359
305	319	687	359
322	319	698	359
338	319	538	359
141	320	238	361
164	320	466	360
181	320	363	360
201	320	471	360
242	320	415	360
266	320	420	360
364	320	551	359
410	320	425	360
534	320	698	427
493	321	607	432
425	322	204	436
502	322	621	432
437	323	647	436
644	325	533	440
765	325	707	441
791	325	692	440
808	325	27	440
819	325	725	440
844	325	293	440
864	325	455	440
313	326	30	363
615	326	305	441
639	326	272	443
663	326	542	441
685	326	281	443
694	326	286	443
705	326	659	441
721	326	96	437
747	326	675	441
755	326	625	443
824	326	755	440
566	327	813	441
571	327	322	442
602	327	17	441
623	327	684	442
634	327	821	442
10	328	789	384
15	328	512	383
20	328	711	383
34	328	843	382
41	328	745	382
46	328	767	382
53	328	852	381
58	328	471	380
65	328	805	378
70	328	810	378
96	328	184	374
112	328	375	372
117	328	387	372
126	328	832	370
135	328	661	370
231	328	107	370
330	328	852	365
484	328	112	437
580	328	338	442
148	329	766	369
164	329	147	368
270	329	828	365
420	329	100	385
560	329	192	436
494	330	260	445
548	330	401	439
437	331	654	447
506	332	504	449
202	333	350	371
364	334	415	370
394	334	502	370
239	335	838	370
255	335	843	370
322	335	322	371
339	335	668	370
405	335	681	370
429	335	405	451
181	336	824	371
280	336	404	371
304	336	852	370
561	336	420	450
26	338	875	389
790	338	639	454
807	338	519	453
815	338	775	451
824	338	527	453
834	338	659	453
844	338	306	452
855	338	322	452
865	338	684	452
505	339	280	453
576	339	733	454
633	339	24	455
642	339	542	456
664	339	78	455
686	339	113	455
694	339	124	455
704	339	162	455
714	339	555	455
725	339	727	453
747	339	770	453
754	339	180	454
764	339	204	454
778	339	221	454
164	340	852	376
585	340	751	454
602	340	649	455
613	340	757	454
624	340	713	455
533	341	833	458
548	341	507	461
568	341	49	462
144	342	305	380
280	342	789	377
437	342	589	456
449	342	437	462
459	342	619	456
478	342	720	456
510	342	163	467
523	342	13	458
543	342	461	461
122	343	117	383
500	343	851	465
229	345	416	379
234	346	339	380
364	346	388	380
393	346	162	380
203	347	255	381
220	347	861	381
280	347	293	381
293	347	363	380
375	347	448	380
255	348	221	382
267	348	280	381
306	348	429	381
322	348	608	381
339	348	727	381
505	348	738	474
615	348	205	467
815	348	238	466
182	349	820	382
500	349	656	474
624	349	642	472
686	349	437	473
693	349	461	473
698	349	520	473
705	349	485	467
725	349	363	474
758	349	11	469
807	349	80	468
824	349	96	468
845	349	255	466
865	349	113	468
23	350	647	399
162	350	441	383
603	350	549	474
643	350	79	473
790	350	798	470
747	351	554	474
765	351	834	469
532	353	581	475
569	353	21	475
814	353	666	474
440	354	339	475
447	354	535	475
478	354	617	474
523	354	575	475
543	354	752	474
551	354	238	477
557	354	624	475
459	355	543	475
765	357	143	480
844	357	180	478
857	357	80	479
864	357	97	479
872	357	753	480
406	358	281	386
585	358	780	480
703	358	275	483
727	358	665	483
746	358	704	483
753	358	473	488
759	358	873	480
807	358	165	480
818	358	604	480
824	358	204	478
387	359	15	387
480	359	126	492
502	359	19	482
532	359	55	482
551	359	753	485
575	359	35	483
603	359	766	485
625	359	270	483
642	359	803	486
665	359	601	490
687	359	461	488
698	359	292	491
121	360	498	392
255	360	829	388
280	360	155	389
305	360	45	387
322	360	62	387
338	360	436	387
363	360	862	386
415	360	644	389
425	360	748	484
441	360	853	488
453	360	420	489
460	360	437	489
466	360	507	489
471	360	761	484
513	360	363	490
523	360	603	485
564	360	153	492
635	360	388	490
771	360	125	481
167	361	204	394
183	361	592	391
204	361	99	390
221	361	134	390
238	361	484	390
292	361	177	389
448	361	23	489
630	361	376	490
693	361	103	491
131	365	136	395
872	365	280	492
534	366	659	494
553	366	761	494
571	366	166	495
695	366	576	495
449	367	625	495
147	368	188	400
81	369	723	396
107	370	504	401
415	370	793	395
322	371	840	396
328	371	405	397
163	372	833	405
291	372	757	400
305	372	801	400
338	372	851	397
363	372	84	398
387	372	631	398
221	373	852	404
238	373	512	401
255	373	784	401
280	373	265	400
60	374	807	406
82	374	824	405
184	374	838	405
204	374	875	403
29	377	388	406
45	377	802	406
322	379	726	407
416	379	306	407
162	380	829	410
305	380	862	408
339	380	758	407
363	380	813	406
388	380	255	408
255	381	573	409
280	381	578	409
293	381	772	408
221	382	609	410
238	382	238	409
117	383	583	416
151	383	798	411
188	383	842	410
204	383	84	411
100	385	388	418
107	385	420	418
135	385	724	416
15	387	845	417
177	389	179	422
322	391	363	419
375	391	869	418
388	391	874	418
63	392	637	423
280	392	280	420
305	392	339	419
339	392	305	420
363	392	404	419
255	393	493	423
94	394	659	423
162	394	794	423
204	394	112	423
221	394	137	423
238	394	162	423
268	394	518	423
8	395	631	424
29	395	709	424
70	395	646	425
105	395	724	425
136	395	779	423
168	395	862	425
46	396	714	424
405	397	719	424
84	398	703	427
188	400	489	428
351	405	503	432
403	405	826	431
363	406	596	432
388	406	820	431
306	407	698	432
322	407	862	432
339	407	461	432
255	408	66	433
266	408	339	433
280	408	376	433
112	409	35	435
162	409	221	435
179	409	238	435
204	409	10	434
221	409	306	434
238	409	322	434
95	410	46	436
137	410	137	436
84	411	878	435
46	414	450	439
64	416	716	441
388	418	772	444
322	419	638	445
339	419	725	445
363	419	874	445
404	419	791	444
280	420	13	446
305	420	649	446
8	421	291	448
221	421	437	449
238	421	541	448
255	421	594	448
266	421	623	448
179	422	677	448
204	422	836	448
96	423	861	449
112	423	461	449
137	423	472	449
162	423	485	449
85	424	765	449
33	427	238	453
403	427	532	450
10	429	690	453
40	429	255	453
45	429	708	454
25	430	674	454
56	432	560	456
363	432	565	456
403	432	603	455
66	433	522	464
339	433	420	462
376	433	570	456
387	433	575	456
10	434	485	462
306	434	387	463
322	434	406	463
35	435	339	464
221	435	805	464
238	435	732	463
255	435	752	463
280	435	833	463
46	436	280	465
137	436	661	465
162	436	618	464
179	436	636	464
192	436	766	464
204	436	778	464
85	437	666	465
96	437	291	465
112	437	574	465
401	439	18	467
22	440	593	474
293	440	127	468
17	441	570	474
305	441	473	472
281	443	598	474
13	446	766	480
74	450	485	488
86	450	771	481
388	450	846	481
420	450	731	484
339	451	868	483
363	451	24	484
306	452	834	488
322	452	862	483
238	453	305	491
255	453	322	491
280	453	339	491
180	454	752	492
204	454	13	493
221	454	222	493
24	455	620	495
78	455	255	493
96	455	775	493
113	455	833	493
124	455	80	494
138	455	98	494
162	455	180	494
13	458	781	495
507	461	571	496
420	462	583	496
363	463	697	496
387	463	720	496
406	463	812	496
569	463	421	498
732	463	615	496
752	463	666	496
305	464	861	496
322	464	596	497
339	464	844	497
522	464	66	499
636	464	80	499
778	464	710	501
268	465	677	498
280	465	834	498
291	465	20	499
574	465	443	498
851	465	462	498
222	466	263	501
238	466	275	501
255	466	280	501
18	467	600	503
138	467	753	502
150	467	15	503
163	467	305	501
180	467	321	501
205	467	705	501
80	468	858	501
96	468	314	502
113	468	542	502
834	469	565	505
485	472	834	503
497	472	730	506
508	472	55	504
514	472	630	504
780	472	45	505
79	473	736	505
420	473	863	508
437	473	23	506
461	473	593	506
520	473	824	506
363	474	678	510
388	474	506	508
554	474	363	509
593	474	486	507
598	474	699	507
617	474	405	509
656	474	97	510
666	474	280	510
671	474	858	507
697	474	873	507
712	474	420	508
738	474	437	508
752	474	669	504
21	475	742	511
67	475	222	512
339	475	339	510
535	475	708	510
543	475	81	509
575	475	388	509
624	475	669	509
629	475	853	509
280	476	256	511
305	476	649	511
322	476	322	510
238	477	14	512
255	477	180	512
267	477	205	512
637	477	718	511
180	478	660	512
204	478	834	512
222	478	780	511
80	479	19	514
97	479	103	514
113	479	533	514
143	480	575	514
152	480	580	514
165	480	585	514
604	480	754	514
766	480	108	514
780	480	592	513
873	480	151	516
125	481	545	514
771	481	165	514
846	481	785	515
19	482	69	520
55	482	263	521
270	483	306	520
275	483	202	522
665	483	363	518
704	483	600	516
862	483	98	517
868	483	156	516
24	484	210	522
626	484	867	517
731	484	16	519
742	484	338	519
748	484	609	515
761	484	788	520
766	485	136	521
780	485	519	519
676	486	524	520
461	488	97	525
473	488	113	523
485	488	797	523
23	489	437	527
420	489	832	524
437	489	13	525
507	489	710	525
363	490	81	526
388	490	472	526
601	490	486	526
292	491	598	526
305	491	604	527
322	491	802	526
339	491	811	526
153	492	388	528
280	492	505	526
752	492	322	528
13	493	347	537
222	493	402	528
238	493	420	528
255	493	460	527
775	493	363	528
833	493	555	536
80	494	280	529
98	494	770	530
180	494	305	529
205	494	339	529
520	494	350	529
649	494	26	530
654	494	212	530
659	494	222	530
761	494	765	528
166	495	166	531
534	495	181	531
556	495	872	532
564	495	81	533
576	495	114	537
605	495	701	534
620	495	857	534
625	495	640	529
635	495	540	535
702	495	743	535
742	495	256	530
781	495	553	530
546	496	783	536
551	496	203	531
571	496	691	533
583	496	629	534
610	496	802	534
630	496	443	535
666	496	596	535
671	496	246	537
697	496	669	535
720	496	251	537
736	496	330	536
812	496	246	529
861	496	611	530
844	497	762	536
462	498	567	538
677	498	82	538
20	499	16	541
66	499	445	541
730	499	371	539
710	501	601	540
718	501	719	540
858	501	582	540
542	502	135	542
15	503	100	549
575	503	460	542
600	503	823	543
775	503	8	542
834	503	527	540
55	504	854	546
630	504	294	544
669	504	486	542
45	505	354	546
565	505	553	544
736	505	239	545
593	506	256	545
730	506	107	545
824	506	338	544
461	507	228	547
486	507	166	546
699	507	181	546
753	507	322	544
873	507	151	546
420	508	19	547
437	508	193	547
506	508	114	548
